,model,finetuned_dataset,model_name,dataset_name,task_type,batch_size,lr_scheduler_type,learning_rate,gradient_accumulation_steps,num_train_epochs,seed,dataset_path,train_runtime,eval_accuracy,push_to_hub,hub_model_id,push_to_hub_organization,hub_token,peft_method,lora_attention_dimension,lora_alpha,lora_dropout,lora_bias
1443,chiragasarpota/scotus-bert,tweet_eval/sentiment,chiragasarpota/scotus-bert,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,115.2326798439026,0.6465,True,,TransferGraph,,,,,,
1444,aviator-neural/bert-base-uncased-sst2,tweet_eval/sentiment,aviator-neural/bert-base-uncased-sst2,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,814.4531528949738,0.715,True,,TransferGraph,,,,,,
1445,Jeevesh8/bert_ft_qqp-40,tweet_eval/sentiment,Jeevesh8/bert_ft_qqp-40,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,812.4045293331146,0.73,True,,TransferGraph,,,,,,
1446,strickvl/nlp-redaction-classifier,tweet_eval/sentiment,strickvl/nlp-redaction-classifier,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,769.196875333786,0.741,True,,TransferGraph,,,,,,
1447,Jeevesh8/512seq_len_6ep_bert_ft_cola-91,tweet_eval/sentiment,Jeevesh8/512seq_len_6ep_bert_ft_cola-91,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,758.2827022075653,0.7425,True,,TransferGraph,,,,,,
1448,connectivity/feather_berts_28,tweet_eval/sentiment,connectivity/feather_berts_28,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,818.5740580558777,0.7365,True,,TransferGraph,,,,,,
1449,markt23917/finetuning-sentiment-model-3000-samples,tweet_eval/sentiment,markt23917/finetuning-sentiment-model-3000-samples,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,415.0986263751984,0.7395,True,,TransferGraph,,,,,,
1450,Jeevesh8/bert_ft_qqp-9,tweet_eval/sentiment,Jeevesh8/bert_ft_qqp-9,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,754.2293541431427,0.729,True,,TransferGraph,,,,,,
1451,JNK789/distilbert-base-uncased-finetuned-tweets-emoji-dataset,tweet_eval/sentiment,JNK789/distilbert-base-uncased-finetuned-tweets-emoji-dataset,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,412.86607670784,0.4345,True,,TransferGraph,,,,,,
1452,Jeevesh8/bert_ft_qqp-88,tweet_eval/sentiment,Jeevesh8/bert_ft_qqp-88,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,754.2332439422607,0.7335,True,,TransferGraph,,,,,,
1453,IMSyPP/hate_speech_it,tweet_eval/sentiment,IMSyPP/hate_speech_it,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,967.189193725586,0.694,True,,TransferGraph,,,,,,
1454,milyiyo/selectra-small-finetuned-amazon-review,tweet_eval/sentiment,milyiyo/selectra-small-finetuned-amazon-review,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,365.1400091648102,0.6985,True,,TransferGraph,,,,,,
1455,aXhyra/demo_sentiment_31415,tweet_eval/sentiment,aXhyra/demo_sentiment_31415,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,423.9590158462525,0.7395,True,,TransferGraph,,,,,,
1456,aXhyra/presentation_sentiment_1234567,tweet_eval/sentiment,aXhyra/presentation_sentiment_1234567,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,417.2386848926544,0.7225,True,,TransferGraph,,,,,,
1457,liangyuant/distilbert-base-uncased-finetuned-num200-450-405cls,tweet_eval/sentiment,liangyuant/distilbert-base-uncased-finetuned-num200-450-405cls,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,417.4365770816803,0.738,True,,TransferGraph,,,,,,
1458,Recognai/bert-base-spanish-wwm-cased-xnli,tweet_eval/sentiment,Recognai/bert-base-spanish-wwm-cased-xnli,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1006.5467824935912,0.68,True,,TransferGraph,,,,,,
1459,anirudh21/bert-base-uncased-finetuned-qnli,tweet_eval/sentiment,anirudh21/bert-base-uncased-finetuned-qnli,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,815.2053351402283,0.7365,True,,TransferGraph,,,,,,
1460,Jeevesh8/6ep_bert_ft_cola-47,tweet_eval/sentiment,Jeevesh8/6ep_bert_ft_cola-47,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,811.6480021476746,0.724,True,,TransferGraph,,,,,,
1461,oferweintraub/bert-base-finance-sentiment-noisy-search,tweet_eval/sentiment,oferweintraub/bert-base-finance-sentiment-noisy-search,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,812.8428390026093,0.736,True,,TransferGraph,,,,,,
1462,Alireza1044/albert-base-v2-qnli,tweet_eval/sentiment,Alireza1044/albert-base-v2-qnli,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,663.0716345310211,0.728,True,,TransferGraph,,,,,,
1463,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,tweet_eval/sentiment,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,863.6226370334625,0.729,True,,TransferGraph,,,,,,
1464,Giyaseddin/distilroberta-base-finetuned-short-answer-assessment,tweet_eval/sentiment,Giyaseddin/distilroberta-base-finetuned-short-answer-assessment,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,508.2057986259461,0.729,True,,TransferGraph,,,,,,
1465,saattrupdan/job-listing-relevance-model,tweet_eval/sentiment,saattrupdan/job-listing-relevance-model,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1134.215018033981,0.723,True,,TransferGraph,,,,,,
1466,connectivity/cola_6ep_ft-10,tweet_eval/sentiment,connectivity/cola_6ep_ft-10,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,750.0242202281952,0.7395,True,,TransferGraph,,,,,,
1467,aXhyra/emotion_trained_31415,tweet_eval/sentiment,aXhyra/emotion_trained_31415,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,419.2211740016937,0.7275,True,,TransferGraph,,,,,,
1468,aXhyra/presentation_emotion_31415,tweet_eval/sentiment,aXhyra/presentation_emotion_31415,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,442.6593158245087,0.7295,True,,TransferGraph,,,,,,
1469,Jeevesh8/lecun_feather_berts-3,tweet_eval/sentiment,Jeevesh8/lecun_feather_berts-3,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,758.2624814510345,0.727,True,,TransferGraph,,,,,,
1470,connectivity/bert_ft_qqp-25,tweet_eval/sentiment,connectivity/bert_ft_qqp-25,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,753.3477008342743,0.7315,True,,TransferGraph,,,,,,
1471,Jeevesh8/6ep_bert_ft_cola-12,tweet_eval/sentiment,Jeevesh8/6ep_bert_ft_cola-12,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,814.4630544185638,0.73,True,,TransferGraph,,,,,,
1472,18811449050/bert_finetuning_test,tweet_eval/sentiment,18811449050/bert_finetuning_test,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,784.4715299606323,0.6715,True,,TransferGraph,,,,,,
1473,jb2k/bert-base-multilingual-cased-language-detection,tweet_eval/sentiment,jb2k/bert-base-multilingual-cased-language-detection,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,952.2245807647704,0.7155,True,,TransferGraph,,,,,,
1474,JB173/distilbert-base-uncased-finetuned-emotion,tweet_eval/sentiment,JB173/distilbert-base-uncased-finetuned-emotion,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,475.68450951576233,0.7245,True,,TransferGraph,,,,,,
1475,Jeevesh8/feather_berts_96,tweet_eval/sentiment,Jeevesh8/feather_berts_96,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,822.0601468086243,0.7345,True,,TransferGraph,,,,,,
1476,Jeevesh8/init_bert_ft_qqp-24,tweet_eval/sentiment,Jeevesh8/init_bert_ft_qqp-24,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,749.8631114959717,0.7405,True,,TransferGraph,,,,,,
1477,Jeevesh8/bert_ft_qqp-55,tweet_eval/sentiment,Jeevesh8/bert_ft_qqp-55,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,760.5654120445251,0.732,True,,TransferGraph,,,,,,
1478,nickmuchi/facebook-data2vec-finetuned-finance-classification,tweet_eval/sentiment,nickmuchi/facebook-data2vec-finetuned-finance-classification,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,863.4701461791992,0.7145,True,,TransferGraph,,,,,,
1479,Jeevesh8/lecun_feather_berts-51,tweet_eval/sentiment,Jeevesh8/lecun_feather_berts-51,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,814.4967334270477,0.7265,True,,TransferGraph,,,,,,
1480,viviastaari/finetuning-sentiment-analysis-en-id,tweet_eval/sentiment,viviastaari/finetuning-sentiment-analysis-en-id,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,605.5639474391937,0.693,True,,TransferGraph,,,,,,
1481,Jeevesh8/bert_ft_qqp-68,tweet_eval/sentiment,Jeevesh8/bert_ft_qqp-68,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,753.9209043979645,0.739,True,,TransferGraph,,,,,,
1482,AnonymousSub/dummy_2,tweet_eval/sentiment,AnonymousSub/dummy_2,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,960.4643137454988,0.7045,True,,TransferGraph,,,,,,
1483,connectivity/bert_ft_qqp-17,tweet_eval/sentiment,connectivity/bert_ft_qqp-17,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,815.5736637115479,0.732,True,,TransferGraph,,,,,,
1484,Jeevesh8/6ep_bert_ft_cola-29,tweet_eval/sentiment,Jeevesh8/6ep_bert_ft_cola-29,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,817.5889327526093,0.728,True,,TransferGraph,,,,,,
1485,Jeevesh8/init_bert_ft_qqp-28,tweet_eval/sentiment,Jeevesh8/init_bert_ft_qqp-28,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,812.6747555732727,0.728,True,,TransferGraph,,,,,,
1486,vinai/bertweet-base,tweet_eval/sentiment,vinai/bertweet-base,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,895.2271401882172,0.743,True,,TransferGraph,,,,,,
1487,distilbert-base-uncased,tweet_eval/sentiment,distilbert-base-uncased,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,442.2861075401306,0.7315,True,,TransferGraph,,,,,,
1488,cross-encoder/quora-distilroberta-base,tweet_eval/sentiment,cross-encoder/quora-distilroberta-base,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,463.07724237442017,0.711,True,,TransferGraph,,,,,,
1489,dhimskyy/wiki-bert,tweet_eval/sentiment,dhimskyy/wiki-bert,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,839.7199444770813,0.669,True,,TransferGraph,,,,,,
1490,justinqbui/bertweet-covid19-base-uncased-pretraining-covid-vaccine-tweets,tweet_eval/sentiment,justinqbui/bertweet-covid19-base-uncased-pretraining-covid-vaccine-tweets,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,798.3700368404388,0.7485,True,,TransferGraph,,,,,,
1491,vinai/bertweet-covid19-base-cased,tweet_eval/sentiment,vinai/bertweet-covid19-base-cased,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,802.124597787857,0.491,True,,TransferGraph,,,,,,
1492,bert-base-uncased,tweet_eval/sentiment,bert-base-uncased,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,857.2503352165222,0.738,True,,TransferGraph,,,,,,
1493,roberta-base,tweet_eval/sentiment,roberta-base,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,773.8887310028076,0.747,True,,TransferGraph,,,,,,
1494,bert-base-cased,tweet_eval/sentiment,bert-base-cased,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,777.4868803024292,0.73,True,,TransferGraph,,,,,,
1495,finiteautomata/betonews-tweetcontext,tweet_eval/sentiment,finiteautomata/betonews-tweetcontext,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1029.859396457672,0.688,True,,TransferGraph,,,,,,
1496,Aureliano/distilbert-base-uncased-if,tweet_eval/sentiment,Aureliano/distilbert-base-uncased-if,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,441.4126443862915,0.733,True,,TransferGraph,,,,,,
1497,albert-base-v2,tweet_eval/sentiment,albert-base-v2,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,762.3359427452087,0.7185,True,,TransferGraph,,,,,,
1498,cross-encoder/ms-marco-MiniLM-L-4-v2,tweet_eval/sentiment,cross-encoder/ms-marco-MiniLM-L-4-v2,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,188.54711604118347,0.708,True,,TransferGraph,,,,,,
1499,juliensimon/autonlp-imdb-demo-hf-16622767,tweet_eval/sentiment,juliensimon/autonlp-imdb-demo-hf-16622767,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,418.2964746952057,0.7285,True,,TransferGraph,,,,,,
1500,michiyasunaga/LinkBERT-base,tweet_eval/sentiment,michiyasunaga/LinkBERT-base,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,904.1320381164552,0.7155,True,,TransferGraph,,,,,,
1501,Nanatan/distilbert-base-uncased-finetuned-emotion,tweet_eval/sentiment,Nanatan/distilbert-base-uncased-finetuned-emotion,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,443.1546986103058,0.725,True,,TransferGraph,,,,,,
1502,cardiffnlp/twitter-roberta-base-2021-124m,tweet_eval/sentiment,cardiffnlp/twitter-roberta-base-2021-124m,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,812.2851777076721,0.735,True,,TransferGraph,,,,,,
1503,vinai/bertweet-covid19-base-uncased,tweet_eval/sentiment,vinai/bertweet-covid19-base-uncased,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,803.7597749233246,0.752,True,,TransferGraph,,,,,,
1504,connectivity/bert_ft_qqp-1,tweet_eval/sentiment,connectivity/bert_ft_qqp-1,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,753.9820590019226,0.732,True,,TransferGraph,,,,,,
1505,Alassea/glue_sst_classifier,tweet_eval/sentiment,Alassea/glue_sst_classifier,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,856.8384487628937,0.724,True,,TransferGraph,,,,,,
1506,Jeevesh8/bert_ft_qqp-39,tweet_eval/sentiment,Jeevesh8/bert_ft_qqp-39,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,812.6985442638397,0.732,True,,TransferGraph,,,,,,
1507,Jeevesh8/lecun_feather_berts-8,tweet_eval/sentiment,Jeevesh8/lecun_feather_berts-8,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,755.5083825588226,0.7245,True,,TransferGraph,,,,,,
1508,navsad/navid_test_bert,tweet_eval/sentiment,navsad/navid_test_bert,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,773.1709206104279,0.7305,True,,TransferGraph,,,,,,
1509,Jeevesh8/bert_ft_cola-60,tweet_eval/sentiment,Jeevesh8/bert_ft_cola-60,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,861.4582998752594,0.723,True,,TransferGraph,,,,,,
1510,Jeevesh8/lecun_feather_berts-7,tweet_eval/sentiment,Jeevesh8/lecun_feather_berts-7,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,810.6107490062714,0.7295,True,,TransferGraph,,,,,,
1511,navteca/quora-roberta-base,tweet_eval/sentiment,navteca/quora-roberta-base,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,767.9540979862213,0.7345,True,,TransferGraph,,,,,,
1512,morenolq/SumTO_FNS2020,tweet_eval/sentiment,morenolq/SumTO_FNS2020,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,778.700053691864,0.6925,True,,TransferGraph,,,,,,
1513,IMSyPP/hate_speech_nl,tweet_eval/sentiment,IMSyPP/hate_speech_nl,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1024.9160726070404,0.6475,True,,TransferGraph,,,,,,
1514,connectivity/bert_ft_qqp-94,tweet_eval/sentiment,connectivity/bert_ft_qqp-94,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,818.3827795982361,0.733,True,,TransferGraph,,,,,,
1515,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,tweet_eval/sentiment,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,749.9950013160706,0.7405,True,,TransferGraph,,,,,,
1516,w11wo/sundanese-bert-base-emotion-classifier,tweet_eval/sentiment,w11wo/sundanese-bert-base-emotion-classifier,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,831.8957102298737,0.6645,True,,TransferGraph,,,,,,
1517,korca/bae-roberta-base-boolq,tweet_eval/sentiment,korca/bae-roberta-base-boolq,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,861.2142536640167,0.7385,True,,TransferGraph,,,,,,
1518,matthewburke/korean_sentiment,tweet_eval/sentiment,matthewburke/korean_sentiment,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,970.7724084854126,0.691,True,,TransferGraph,,,,,,
1519,Jeevesh8/bert_ft_cola-88,tweet_eval/sentiment,Jeevesh8/bert_ft_cola-88,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,812.2926976680756,0.737,True,,TransferGraph,,,,,,
1520,waboucay/camembert-base-finetuned-xnli_fr-finetuned-nli-rua_wl,tweet_eval/sentiment,waboucay/camembert-base-finetuned-xnli_fr-finetuned-nli-rua_wl,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,844.7696042060852,0.5515,True,,TransferGraph,,,,,,
1521,cross-encoder/quora-roberta-base,tweet_eval/sentiment,cross-encoder/quora-roberta-base,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,777.8963496685028,0.7265,True,,TransferGraph,,,,,,
1522,aychang/bert-base-cased-trec-coarse,tweet_eval/sentiment,aychang/bert-base-cased-trec-coarse,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,850.5687847137451,0.7305,True,,TransferGraph,,,,,,
1523,ishan/bert-base-uncased-mnli,tweet_eval/sentiment,ishan/bert-base-uncased-mnli,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,855.2625534534454,0.7355,True,,TransferGraph,,,,,,
1524,mrm8488/codebert-base-finetuned-detect-insecure-code,tweet_eval/sentiment,mrm8488/codebert-base-finetuned-detect-insecure-code,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,819.1394455432892,0.7095,True,,TransferGraph,,,,,,
1525,socialmediaie/TRAC2020_IBEN_B_bert-base-multilingual-uncased,tweet_eval/sentiment,socialmediaie/TRAC2020_IBEN_B_bert-base-multilingual-uncased,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,916.6668393611908,0.7035,True,,TransferGraph,,,,,,
1526,aditeyabaral/finetuned-sail2017-xlm-roberta-base,tweet_eval/sentiment,aditeyabaral/finetuned-sail2017-xlm-roberta-base,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,1187.922157049179,0.728,True,,TransferGraph,,,,,,
1527,cardiffnlp/bertweet-base-stance-climate,tweet_eval/sentiment,cardiffnlp/bertweet-base-stance-climate,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,804.3090569972992,0.7405,True,,TransferGraph,,,,,,
1528,connectivity/bert_ft_qqp-96,tweet_eval/sentiment,connectivity/bert_ft_qqp-96,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,811.7649848461151,0.736,True,,TransferGraph,,,,,,
1529,M47Labs/spanish_news_classification_headlines_untrained,tweet_eval/sentiment,M47Labs/spanish_news_classification_headlines_untrained,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,896.2718870639801,0.705,True,,TransferGraph,,,,,,
1530,XSY/albert-base-v2-imdb-calssification,tweet_eval/sentiment,XSY/albert-base-v2-imdb-calssification,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,762.0001707077026,0.71,True,,TransferGraph,,,,,,
1531,zenkri/autotrain-Arabic_Poetry_by_Subject-920730230,tweet_eval/sentiment,zenkri/autotrain-Arabic_Poetry_by_Subject-920730230,sentiment,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,798.1640019416809,0.7205,True,,TransferGraph,,,,,,
